id,title,date,master,production,category,cast,notes,format,tags,url,encora,niceDate
,Cats,2024-08-01,StarCuffedJeans,Off-Broadway (The Jellicle Ball),video,"""Tempress"" Chasity Moore (Grizabella), André De Shields (Old Deuteronomy), Junior LaBeija (Gus), Garnet Williams (Bombalurina), Dudney Joseph Jr. (Munkustrap), Sydney James Harcourt (Rum Tum Tugger), Bebe Nicole Simpson (Demeter), Emma Sofia (Cassandra), Emma Sofia (Skimbleshanks), Nora Schell (Bustopher Jones), Jonathan Burke (Mungojerrie), Dava Huesca (Rumpleteazer), Xavier Reyes (Jennyanydots), Robert ""Silk"" Mason (Mr. Mistoffelees), Antwayn Hopper (Macavity), Primo (Tumblebrutus), Teddy Wilson Jr. (Sillabub), Kendall Grayson Stroud (Electra), Baby Byrne (Victoria), Tara Lashan Clinkscales (Booth), Frank Viveros (Booth), Tara Lashan Clinkscales (Police Officer), Frank Viveros (Police Officer), Tara Lashan Clinkscales (Server), Frank Viveros (Server), Capital Kaos (DJ)",,MP4 (HD) - 5.82 GB,,MEGA,2004816,"Aug 1, 2024"
,Kathy and Stella Solve a Murder,2024-08-01,MTTZ,West End,video,"Bronté Barbé (Kathy), Rebekah Hinds (Stella), Hannah Jane Fox (Felicia), Imelda Warren-Green (Erica), Elliot Broadfoot (Justin), Ben Redfern (David), Sorelle Marsh (s/w Detective Inspector Sue Shaw)","Excellent capture of this fringe comedy that ended up being one of the best things I saw on my London trip. Some occasional minor obstruction on the bottom right of the screen that doesn't block any action. Shot in a great mix of wides, mediums, and close-ups, though more medium and wide here due to the staging of the piece. Some wandering, shaking, and re-adjusting throughout. A couple of brief dropouts. Overall an excellent capture of this hilarious musical. If you hear me sneeze really loudly at one point, no you don't.",,,MEGA,2004039,"Aug 1, 2024"
,Starlight Express,2024-08-01,MTTZ,Troubadour Wembley Park Theatre,video,"Jeevan Braich (Rusty), Kayna Montecillo (Pearl), Al Knott (Greaseball), Tom Pigram (Electra), Jade Marvin (Momma), Eve Humphrey (Dinah), Ashlyn Weekes (Belle the Sleeping Car), Renz Cardenas (Tassita), Jaydon Vijn (Hydra), Lewis Kidd (Porter), Harrison Peterkin (Lumber), Jessie Angell (s/w Slick), Jessica Vaux (Blue Lightning), Sam Gallacher (s/w Green Arrow), David Peter Brown (Golden Eagle), Isaac Edwards (s/w Silver Bullet), Marianthe Panas (Orange Flash), Hannah Kiss (s/w Joule), Ollie Augustin (Volta), Jamie Cruttenden (s/w Volta), Lilianna Hendy (Wrench), Gary Sheridan (s/w Killerwatt), Cristian Buttaci (Control), Jamie Addison (Marshal), Dante Hutchinson (Marshal)","Solid capture of this spectacular production. Head obstruction on the far left of the stage and bottom of the track that only occasionally blocks action. Shot in a mix of wides and closeups with some mediums; all races are shot very wide so as not to miss any action. Some increased wandering, shaking, and re-adjusting throughout. Jamie Cruttenden came on as Volta for act 2. External audio and a video of the megamix patched in from LikeABoulevard.",,,MEGA,2003610,"Aug 1, 2024"
,Starlight Express,2024-06-30,linsel,"Bochum, Germany",video,"Patrick King (u/s Rusty), Sophie-Rose Middleton (Pearl), Rory McCollum (Greaseball), Jamie Rose-Jones (Electra), Maria Jane Hyde (alt Momma), Molly McGuire (u/s Dinah), Magdalena Wise (s/w Belle the Bar Car), Farah Liss (Carrie), Daniel Ellison (Caboose), Leon Ohrling (Dustin), James Aymon (Flat Top), Edwin Cheng (Rocky 1), Samuel Lawson (Rocky 2), Melanie Dull (s/w Rocky 3), Owen Broughton (Ruhrgold), Bradley Trevethan (Espresso), Amiyah Goodall (s/w Coco), Ashley Williams (Brexit), Brad Corben (s/w Manga), AJ Parsons (s/w Turnov), Katriona Ramsay (Joule), MJ Dylan (s/w Volta), Maja Johansson (Wrench), Óscar Fonseca (Killerwatt), Tony Hoggan (Trax 1), Zak Aaron (Trax 2)","not MEGA link, but Google drive Decent Capture filmed through the barrier in front row, quality is slightly better in act 2. Includes Video of the Megamix Patrick is a really cute Rusty and Molly is an incredibly sassy&funny Dinah! It’s also nice to see the changes in Choreography and lighting up close.",,,MEGA,2003786,"Jun 30, 2024"
,Cats,2024-06-21,bikinibottomday,Off-Broadway (The Jellicle Ball),video,"""Tempress"" Chasity Moore (Grizabella), André De Shields (Old Deuteronomy), Junior LaBeija (Gus), Tara Lashan Clinkscales (u/s Bombalurina), Dudney Joseph Jr. (Munkustrap), Sydney James Harcourt (Rum Tum Tugger), Bebe Nicole Simpson (Demeter), Emma Sofia (Cassandra), Emma Sofia (Skimbleshanks), Garnet Williams (u/s Bustopher Jones), Jonathan Burke (Mungojerrie), Dava Huesca (Rumpleteazer), Shereen Pimentel (Jellylorum), Xavier Reyes (Jennyanydots), Robert ""Silk"" Mason (Mr. Mistoffelees), Antwayn Hopper (Macavity), Primo (Tumblebrutus), Teddy Wilson Jr. (Sillabub), Kendall Grayson Stroud (Electra), Baby Byrne (Victoria), Shelby Griswold (u/s Booth), Frank Viveros (Booth), Shelby Griswold (u/s Police Officer), Frank Viveros (Police Officer), Shelby Griswold (u/s Server), Frank Viveros (Server), Capital Kaos (DJ)","Excellent 4K capture of this much-anticipated production. Some action on the balconies or in the audience couldn’t be captured, and because a lot of the staging uses the entire theatre, there are frequent wideshots. Some very minor obstruction in the top right that blocks off a tiny bit of action. Some moments of wandering and unfocusing. Includes curtain call, audio is fed from external source.",4K MP4 (10.03 GB),,MEGA,2001362,"Jun 21, 2024"
,Cats,2024-06-11,MusicalboyTrade,Budapest,audio,"Gallusz Nikolett (Grizabella), Géza Egyházi (Old Deuteronomy), Réka Zsitva (Bombalurina), Berényi Dávid (Munkustrap), Baksa András (Rum Tum Tugger), Éva Sári (Cassandra), Dávid Sándor (Mungojerrie), Szilvási Judit (Rumpleteazer), Szûcs Enikõ Flóra (Victoria), Németh Gábor (Coricopat), Weil Róbert (George), Molnár Gyöngyi (Lengelingéla), Kalapács József (Mefisztulész I.), Sárközi Gyula József (Mefisztulész II.), Sárközi Gyula József (Nagy Hirig Macska), Kovács Péter (Quaxo), Sánta László (Elvis Trén), Dichter Dóra (Gimb-Gömb)",,,,MEGA,2001413,"Jun 11, 2024"
,Starlight Express,2024-06-01,_juliakrx,"Bochum, Germany",video,"Max Luca Maus (Rusty), Sophie-Rose Middleton (Pearl), Rory McCollum (Greaseball), Jamie Rose-Jones (Electra), Reva Rice (Momma), Rosalia Morales (Dinah), Molly McGuire (Belle the Sleeping Car), Farah Liss (Carrie), Daniel Ellison (Caboose), Leon Ohrling (Dustin), MJ Dylan (s/w Flat Top), Edwin Cheng (Rocky 1), Kai Cameron-Jay (Rocky 2), Ruby Pondayi-Hall (Rocky 3), Owen Broughton (Ruhrgold), Bradley Trevethan (Espresso), Mayke van der Zanden (Coco), Vladimír Hub (Manga), AJ Parsons (s/w Turnov), Katriona Ramsay (Joule), Patrick King (Volta), Maja Johansson (Wrench), Óscar Fonseca (Killerwatt), Tony Hoggan (Trax 1), Zak Aaron (Trax 2)","Camera focuses on main stage with very few close ups. Highlights run for 32 minutes in total and includes Alle gegen Rusty, Intro Pearl, ich bin ich, Pfeife für mich, Fracht, AC/DC, Parts of Pumping iron, parts of Fracht reprise, Pearl welche Ehre, Hilf mir verstehen, ABGEHÄNGT, Parts of Nicht der rechte Zeitpunkt and an extra Video of the megamix",,,MEGA,2005196,"Jun 1, 2024"
,Starlight Express,2024-05-26,linsel,"Bochum, Germany",video,"Max Luca Maus (Rusty), Demy Janssen (s/w Pearl), Rory McCollum (Greaseball), Tom Nihill (s/w Electra), Reva Rice (Momma), Rosalia Morales (Dinah), Molly McGuire (Belle the Bar Car), Ida Swann (Carrie), Daniel Ellison (Caboose), Iwan James (Dustin), Dennis Spee (Flat Top), Lashane Williams (Rocky 1), Joshua De La-Garde (Rocky 2), Cassie Rogers (Rocky 3), Owen Broughton (Ruhrgold), Nathan Daly (Espresso), Molly Scott (Coco), Mark Fries (s/w Brexit), Vladimír Hub (Manga), Terence Uphoff (s/w Turnov), Amiyah Goodall (Joule), Semme Prins (Volta), Bethany Perry (Wrench), Ben Whitnall (Killerwatt), Joey Egan (Trax 1), Nils Rinas (Trax 2)","Last Show of the 23/24 Cast!A really wonderful (and emotional) Show with a great audience. You can sometimes hear a little kid behind me talking as well as me clapping and screaming between the songs. Video was recorded vertically through the barrier in the front row, you can’t really see faces but you can follow the choreography (except for the Races). Includes List of leavers as well as a video of the Megamix & the Goodbyes.Only to be traded through me until the NFT date.",,,MEGA,2000415,"May 26, 2024"
,MJ The Musical,2024-05-02,LichtInDuizendvoud,West End,audio,"Myles Frost (MJ), Ashley Zhangazha (Joseph Jackson), Ashley Zhangazha (Rob), Philippa Stefani (Rachel), Matt Gonsalves (Alejandro), Jaydon Eastman (Little Michael), Khanya Madaka (Little Marlon), Mitchell Zhangazha (Michael), Phebe Edwards (Katherine Jackson), Phebe Edwards (Kate), Matt Mills (Nick), Matt Mills (Berry Gordy), Matt Mills (Don Cornelius), Matt Mills (Doctor), Jon Tsouras (Dave), Rohan Pinnock-Hamilton (Tito Jackson), Rohan Pinnock-Hamilton (Quincy Jones), Tavio Wright (Jackie Jackson), Simeon Montague (Jermaine Jackson), Aden Dzuda (Randy Jackson), Toyan Thomas-Browne (Marlon Jackson), Charlotte-Kate Warren (Nicholas Brother), Toyan Thomas-Browne (Nicholas Brother), Marie Finlayson (Suzanne De Passe), Spencer Darlaston-Jones (Fred Astaire), Taylor Walker (Bob Fosse), Milan Cacacie (Soul Train Dancer), Simeon Montague (Isley Brother [Vocal]), Marie Finlayson (Isley Brother [Dancer]), Mitchell Zhangazha (Isley Brother [Dancer]), Charlotte-Kate Warren (Isley Brother [Dancer]), Tavio Wright (James Brown [Vocal]), Rohan Pinnock-Hamilton (Jackie Wilson [Vocal]), Aden Dzuda (Jackie Wilson [Dancer]), Toyan Thomas-Browne (James Brown [Dancer]), Rohan Pinnock-Hamilton (Tour Singer), Tavio Wright (Tour Singer), Simeon Montague (Tour Singer), Mitchell Zhangazha (Tour Singer), Milan Cacacie (Tour Dancer), Taylor Walker (Tour Dancer), Marie Finlayson (Tour Dancer), Charlotte-Kate Warren (Tour Dancer), Aden Dzuda (Tour Dancer), Spencer Darlaston-Jones (Tour Dancer)","Probably one of the worst shows I’ve ever seen, audience was insanely annoying (especially during act 2) This show is great for Michael Jackson fans, but as a musical this isn’t even close to good, Myles gives a great performance as MJ but that’s about it…. Hanna Dimtsu was listed as performing in the Ensemble, but based on the other cast listed its unclear who she covered for.","M4A (untracked), 127MB",,MEGA,1157976,"May 2, 2024"
,Death Becomes Her,2024-05-01,soysaucepierre,Pre-Broadway / Chicago,video,"Megan Hilty (Madeline Ashton), Jennifer Simard (Helen Sharp), Christopher Sieber (Ernest Menville), Michelle T. Williams (Viola Van Horn), Taurean Everett (Chagall), Josh Lamon (Stefan), Natalie Charle Ellis (Ensemble), Gabriella Enriquez (Ensemble), Michael Graceffa (Ensemble), Neil Haskell (Ensemble), Kolton Krouse (Ensemble), Sarah Meahl (Ensemble), Diana Vaden (Ensemble), Sir Brock Warren (Ensemble), Bud Weber (Ensemble), Ryan Worsing (Ensemble), Warren Yang (Ensemble), Kaleigh Cronin (Ensemble), Marija Juliette Abney (Ensemble), Sarita Colón (Ensemble)","Masters first complete video of this show. The first 2 minutes of Act 1 and the first 5 minutes of Act 2 are audio only due to usher activity. Other than that, there are only a couple short dropouts. The start of Act 2 is wide blindshot but gets better after a few minutes. Act 1 has an annoying head that covers some of stage left (somebody sat right in front of me roughly one minute into the show) but the head is gone in Act 2. Some readjustment, washout, and pixelation throughout. A good mix of mediums and closeups with a few wideshots. Shot from Mezz Left.",MP4 (8.82 GB),,MEGA,2000016,"May 1, 2024"
,Death Becomes Her,2024-05-01,allisforgiven,Pre-Broadway / Chicago,video,"Megan Hilty (Madeline Ashton), Jennifer Simard (Helen Sharp), Christopher Sieber (Ernest Menville), Michelle T. Williams (Viola Van Horn), Taurean Everett (Chagall), Josh Lamon (Stefan), Natalie Charle Ellis (Ensemble), Gabriella Enriquez (Ensemble), Michael Graceffa (Ensemble), Neil Haskell (Ensemble), Kolton Krouse (Ensemble), Sarah Meahl (Ensemble), Diana Vaden (Ensemble), Sir Brock Warren (Ensemble), Bud Weber (Ensemble), Ryan Worsing (Ensemble), Warren Yang (Ensemble), Kaleigh Cronin (Ensemble), Marija Juliette Abney (Ensemble), Sarita Colón (Ensemble)","Pretty good stage shot of a very early preview of this new musical. Fun show, very campy. There were a few technical issues where crew came out on stage, but the actors ad-libbed around them well. Shot over a railing with zero obstruction. Some washout in a few scenes. Breathing motions and adjustments throughout.",MP4 (HD) - 9.54 GB,,MEGA,2001208,"May 1, 2024"
,Cats,2024-02-01,AugustusGloopApologist,Italy Tour (2023),video,"Chiara Canzian (Grizabella), Fabrizio Corucci (Old Deuteronomy), Fabrizio Angelini (Gus), Giorgia Cino (Bombalurina), Sergio Giacomelli (Munkustrap), Giorgio Adamo (Rum Tum Tugger), Viviana Salvo (Demeter), Gaia Soprano (Cassandra), Jacopo Pelliccia (Skimbleshanks), Jacopo Pelliccia (Bustopher Jones), Simone Ragozzino (Mungojerrie), Rossella Lubrino (Rumpleteazer), Natalia Scarpolini (Jellylorum), Martina Peruzzi (Jennyanydots), Pierpaolo Scida (Mr. Mistoffelees), Simone Nocerino (Macavity), Simone Giovannini (Alonzo), Gabriele Aulisio (Bill Bailey), Simone Nocerino (Admetus), Gabriele Aulisio (Carbucketty), Alessandra Somma (Jemima), Francesca Ianni (Sillabub), Rossana Vassallo (Electra), Gianluca Pilla (Quaxo), Elga Martino (Tantomile), Monika Lepistö (Victoria), Michele Balzano (Coricopat), Cristina La Gioia (Etcetera), Mario de Marzo (George)",,,,MEGA,1155751,"Feb 1, 2024"
,Cats,2023-10-29,AnnaSkellingtonTrading,Italy Tour (2023),audio,"Malika Ayane (Grizabella), Fabrizio Corucci (Old Deuteronomy), Fabrizio Angelini (Gus), Giorgia Cino (Bombalurina), Sergio Giacomelli (Munkustrap), Giorgio Adamo (Rum Tum Tugger), Viviana Salvo (Demeter), Gaia Soprano (Cassandra), Jacopo Pelliccia (Skimbleshanks), Jacopo Pelliccia (Bustopher Jones), Simone Ragozzino (Mungojerrie), Rossella Lubrino (Rumpleteazer), Natalia Scarpolini (Jellylorum), Martina Peruzzi (Jennyanydots), Pierpaolo Scida (Mr. Mistoffelees), Simone Nocerino (Macavity), Simone Giovannini (Alonzo), Gabriele Aulisio (Bill Bailey), Alessandra Somma (Jemima), Francesca Ianni (Sillabub), Rossana Vassallo (Electra), Gianluca Pilla (Quaxo), Elga Martino (Tantomile), Monika Lepistö (Victoria), Michele Balzano (Coricopat), Cristina La Gioia (Etcetera), Mario de Marzo (George)",,MP3,,MEGA,1151748,"Oct 29, 2023"
,Cats,2023-10-06,mymla,Italy Tour (2023),audio,"Malika Ayane (Grizabella), Fabrizio Corucci (Old Deuteronomy), Fabrizio Angelini (Gus), Giorgia Cino (Bombalurina), Sergio Giacomelli (Munkustrap), Luca Giacomelli Ferrarini (Rum Tum Tugger), Viviana Salvo (Demeter), Gaia Soprano (Cassandra), Mark Biocca (Skimbleshanks), Jacopo Pelliccia (Bustopher Jones), Simone Ragozzino (Mungojerrie), Rossella Lubrino (Rumpleteazer), Natalia Scarpolini (Jellylorum), Greta Bellintani (Jennyanydots), Pierpaolo Scida (Mr. Mistoffelees), Simone Nocerino (Macavity), Simone Giovannini (Alonzo), Valerio Angeli (Bill Bailey), Simone Nocerino (Admetus), Valerio Angeli (Carbucketty), Alessandra Somma (Jemima), Francesca Ianni (Sillabub), Rossana Vassallo (Electra), Paolo Valenti (Quaxo), Elga Martino (Tantomile), Claudia Calesini (Victoria), Michele Balzano (Coricopat), Cristina La Gioia (Etcetera), Sandro Bilotta (George)",untracked,,,MEGA,2002349,"Oct 6, 2023"
,The Phantom of the Opera (Andrew Lloyd Webber),2023-09-01,Nipuni,Madrid Revival/Spanish Tour,video,"Gerónimo Rauch (The Phantom of the Opera), Talía del Val (Christine Daaé), Guido Balzaretti (Raoul de Chagny), Marta Pineda (Carlotta Giudicelli), Omar Calicchio (Monsieur Firmin), Enrique R. del Portal (Monsieur André), Siliva Luchetti (Madame Giry), Francisco Ortiz (Ubaldo Piangi), Laura Martín (Meg Giry)",,,,MEGA,1149160,"Sep 1, 2023"
,The Phantom of the Opera (Andrew Lloyd Webber),2023-03-01,hitmewithyourbethshot,Greece (Non-Replica),video,"Tim Howar (The Phantom of the Opera), Harriet Jones (Christine Daaé), Nadim Naaman (Raoul de Chagny), Lara Martins (Carlotta Giudicelli), Nicholas Garrett (Monsieur Firmin), Arvid Larsen (Monsieur André), Valerie Cutko (Madame Giry), John Ellis (Ubaldo Piangi), Kelsi Boyden (Meg Giry)",,MTS (HD),,MEGA,1140040,"Mar 1, 2023"
,Elisabeth,2022-12-31,pro-shot,South Korea (Fifth Season),video,"옥주현 Ock Joo-hyun (Elisabeth), 이해준 Lee Hae-jun (Der Tod), 이지훈 Lee Ji-hoon (Luigi Lucheni), 길병민 Gil Byeong-min (Franz Joseph), 주아 Ju-a (Erzherzogin Sophie), 장윤석 Jang Yoon-seok (Erzherzog Rudolf), 문성혁 Moon Sung-hyuk (Herzog Max in Bayern), 김지선 Kim Ji-sun (Herzogin Ludovika), 김지선 Kim Ji-sun (Frau Wolf)","Filmed in Seongnam Art Center on December 31, 2022, which was the last performance hall of 10th Anniversary performance production. The movie was scheduled to be released a day before in fall of 2023. However, for some reason, release was delayed and released in Megabox on October 16, 2024.",,,MEGA,2015715,"Dec 31, 2022"
,Cats,2022-11-24,mymla,International Tour,audio,"Gunilla Backman (g/p Grizabella), Martin Callaghan (Old Deuteronomy), Lizzie Nance (Bombalurina), Russell Dickson (Munkustrap), Harrison Wilde (Rum Tum Tugger), Frances Dee (Demeter), Erin Gisele Chapman (Cassandra), Philip Bertioli (Skimbleshanks), Hal Fowler (Bustopher Jones), Harry Robinson (Mungojerrie), Ella Kemp (Rumpleteazer), Aimee Hodnett (Jellylorum), Sarah-Marie Maxwell (Jennyanydots), Liam Mower (Mr. Mistoffelees), Aaron Elijah Patel (Macavity), Sebastian Goffin (Alonzo), Aaron Hunt (Bill Bailey), Aaron Elijah Patel (Admetus), Joel Cooper (Carbucketty), Lottie Stephens (Jemima), Hal Fowler (Asparagus), Milan Cacacie (Tantomile), Hal Fowler (Rumpus Cat), Maiya Hikasa (Victoria), Shakeel Kimotho (Coricopat)",untracked. cheers can be heard. Gunilla Backman was guest perfomer as Grizabella,,,MEGA,2002313,"Nov 24, 2022"
,Six,2022-11-12,traditionallydynamic,First US National Tour (Aragon),video,"Khaila Wilcoxon (Catherine of Aragon), Storm Lever (Anne Boleyn), Jasmine Forsberg (Jane Seymour), Olivia Donalson (Anna of Cleves), Didi Romero (Katherine Howard), Gabriela Carrillo (Catherine Parr)",Shot from within the orchestra with iffy camcorder audio. Plenty of heads on either side and I may have had a bit too much fun moving around the camera to the music at points.,,,MEGA,2000961,"Nov 12, 2022"
,& Juliet,2022-11-01,StarCuffedJeans,Broadway,video,"Lorna Courtney (Juliet), Betsy Wolfe (Anne Hathaway), Stark Sands (William Shakespeare), Daniel J. Maldonado (u/s Romeo), Philippe Arroyo (Francois), Justin David Sullivan (May), Melanie La Barrie (Nurse ""Angelique""), Paulo Szot (Lance), Veronica Otim (Lady Capulet), Nicholas Edwards (Lord Capulet), Tiernan Tunnicliffe (Benvolio), Virgil Gadson (Augustine), Nico DeJesus (s/w Cuthbert), Tiernan Tunnicliffe (Eleanor), Matt Raffy (Gregory), Joe Moeller (Henry), Jasmine Rafael (Imogen), Rachel Webb (Judith), Joomin Hwang (Kempe), Megan Kane (Lucy), Veronica Otim (Nell), Bobby ""Pocket"" Horner (Rumour), Nicholas Edwards (Sly), Michael Iván Carrier (s/w Thomas)",,MP4 (HD),,MEGA,1136675,"Nov 1, 2022"
,Cats,2022-10-29,bestwillgowrong,International Tour,audio,"Jacinta Whyte (Grizabella), Martin Callaghan (Old Deuteronomy), Lizzie Nance (Bombalurina), Russell Dickson (Munkustrap), Harrison Wilde (Rum Tum Tugger), Frances Dee (Demeter), Erin Gisele Chapman (Cassandra), Philip Bertioli (Skimbleshanks), Hal Fowler (Bustopher Jones), Harry Robinson (Mungojerrie), Ella Kemp (Rumpleteazer), Aimee Hodnett (Jellylorum), Sarah-Marie Maxwell (Jennyanydots), Liam Mower (Mr. Mistoffelees), Aaron Elijah Patel (Macavity), Sebastian Goffin (Alonzo), Aaron Hunt (Bill Bailey), Aaron Elijah Patel (Admetus), Joel Cooper (Carbucketty), Lottie Stephens (Jemima), Hal Fowler (Asparagus), Liam Mower (Quaxo), Milan Cacacie (Tantomile), Hal Fowler (Rumpus Cat), Maiya Hikasa (Victoria), Shakeel Kimotho (Coricopat), Carrie Willis (s/w Baby Griz)",,WAV (untracked),,MEGA,1135189,"Oct 29, 2022"
,The Hunchback of Notre Dame (Disney),2022-07-07,Unknown,Japan (Shiki Theatre Company),video,"Taijun Kanemoto (Quasimodo), Ikue Matsuyama (Esmeralda), Masuo Nonaka (Claude Frollo)",5:1,MP4,,MEGA,2007813,"Jul 7, 2022"
,Cats,2022-06-26,AugustusGloopApologist,Vienna Revival,video,"Ana Milva Gomes (Grizabella), Rory Six (Old Deuteronomy), Felix Martin (Gus), Birgit Arquin (Bombalurina), Alexander Auler (Munkustrap), Dominik Hees (Rum Tum Tugger), Giulia Vazzoler (Demeter), Anneka Dacres (Cassandra), Gerben Grimmius (Skimbleshanks), Felix Martin (Bustopher Jones), Jan-Eike Majert (Mungojerrie), Anna Carina Buchegger (Rumpleteazer), Barbara Obermeier (Jellylorum), Denise Jastraunig (u/s Jennyanydots), Stephen Martin Allan (Mr. Mistoffelees), Nicholas Li (Macavity), George Maniadis (Alonzo), Felix Martin (Growltiger), Matthew Levick (Bill Bailey), Nicholas Li (Admetus), Nathan Luke (Carbucketty), Anastasia Bertinshaw (Jemima), Barbara Obermeier (Griddlebone), Stephen Martin Allan (Quaxo), Petra Ilse Dam (Tantomile), George Maniadis (Rumpus Cat), Hannah Kenna Thomas (Victoria), Rhys Batten (Coricopat), Anneke Brunekreeft (Booth), Andrea Luca Cotti (Booth), Florian Fetterle (Booth), Tommie Luyben (Booth), Susannah Murphy (Booth), Jo Lucy Rackham (Booth), Johnny Randall (Booth), Riccardo Sinisi (Booth), Alex Snova (Booth), Lucius Wolter (Booth), Rhys Batten (Genghis)","- Andrea Luca Cotti, who had left his role of Mungojerrie for surgery in March, returns to be in the booth for the last show- no zooms so some spotlight washout",,,MEGA,2001409,"Jun 26, 2022"
,Cats,2022-06-15,Calista,Vienna Revival,audio,"Ana Milva Gomes (Grizabella), Barbara Obermeier (u/s Grizabella), Rory Six (Old Deuteronomy), Felix Martin (Gus), Birgit Arquin (Bombalurina), Alexander Auler (Munkustrap), Dominik Hees (Rum Tum Tugger), Giulia Vazzoler (Demeter), Anneka Dacres (Cassandra), Tommie Luyben (Skimbleshanks), Felix Martin (Bustopher Jones), Jan-Eike Majert (Mungojerrie), Anna Carina Buchegger (Rumpleteazer), Barbara Obermeier (Jellylorum), Denise Jastraunig (u/s Jellylorum), Jo Lucy Rackham (Jennyanydots), Stephen Martin Allan (Mr. Mistoffelees), Nicholas Li (Macavity), George Maniadis (Alonzo), Felix Martin (Growltiger), Nathan Luke (Bill Bailey), Nicholas Li (Admetus), Johnny Randall (Carbucketty), Anastasia Bertinshaw (Jemima), Vicky Riddoch (Electra), Denise Jastraunig (u/s Griddlebone), Stephen Martin Allan (Quaxo), Petra Ilse Dam (Tantomile), George Maniadis (Rumpus Cat), Hannah Kenna Thomas (Victoria), Riccardo Sinisi (Coricopat), Anneke Brunekreeft (Booth), Florian Fetterle (Booth), Denise Jastraunig (Booth), Susannah Murphy (Booth), Meghan Peploe-Williams (Booth), Lucius Wolter (Booth), Riccardo Sinisi (Genghis)",,M4A,,MEGA,1126651,"Jun 15, 2022"
,Broadway Backwards,2022-05-23,pro-shot,Broadway Backwards 16,video,"Jenn Colella (Host), Alexandra Billings (Performer), Len Cariou (Performer), Veanne Cox (Performer), Matt Doyle (Performer), Claybourne Elder (Performer), J Harrison Ghee (Performer), Lena Hall (Performer), Michael R. Jackson (Performer), Joaquina Kalukango (Performer), Andrew Keenan-Bolger (Performer), Lauren Patten (Performer)",,,,MEGA,1152633,"May 23, 2022"
,Grease,2022-05-01,sandrabanana,Fifth West End Revival,video,"Dan Partridge (Danny Zuko), Ellie Kingdon (u/s Sandy Dumbrowski), Paul French (Kenickie), Jocasta Almgill (Betty Rizzo), Eloise Davies (Frenchy), Mary Moore (Jan), Jake Reynolds (Doody), Noah Harrison (Roger), Lizzy-Rose Esin-Kelly (Marty), Damon Gould (Sonny), Darren Bennett (Teen Angel), Darren Bennett (Vince Fontaine), Katie Lee (Cha-Cha DiGregorio), Jessica Croll (Patty Simcox), Darnell Mathew-James (Eugene), Corinna Powlesland (Miss Lynch), Ronan Burns (Johnny Casino), Darren Bennett (Officer Mailie), Kevin O'Dwyer (s/w Chad), Rishard-Kyro Nelson (Jackson), Pearce Barron (Jimmy), Jack Harrison-Cooper (Joey), Remi Ferdinand (Lula), Kalisha Johnson (Melody), Ben Culleton (Roy), Carly Miles (s/w Rosie), Kamilla Fernandes (Selina), Zack Guest (Stitch), Imogen Bailey (Tess)","unobstructed video, no blackouts. some nice zooms and some full stage shots for the big dance numbers too. video is wonky at times due to the stalls angle being new to me but its still an easy watch. includes bows and megamix.",,,MEGA,1125981,"May 1, 2022"
,Cats,2022-04-24,AugustusGloopApologist,Vienna Revival,audio,"Denise Jastraunig (u/s Grizabella), Rory Six (Old Deuteronomy), Felix Martin (Gus), Birgit Arquin (Bombalurina), Alex Snova (u/s Munkustrap), Dominik Hees (Rum Tum Tugger), Giulia Vazzoler (Demeter), Anneka Dacres (Cassandra), Gerben Grimmius (Skimbleshanks), Felix Martin (Bustopher Jones), Jan-Eike Majert (Mungojerrie), Anna Carina Buchegger (Rumpleteazer), Barbara Obermeier (Jellylorum), Jo Lucy Rackham (u/s Jennyanydots), Stephen Martin Allan (Mr. Mistoffelees), Nicholas Li (Macavity), Riccardo Sinisi (u/s Alonzo), Felix Martin (Growltiger), Tommie Luyben (u/s Bill Bailey), Nicholas Li (Admetus), Johnny Randall (Carbucketty), Susannah Murphy (u/s Jemima), Vicky Riddoch (Electra), Barbara Obermeier (Griddlebone), Stephen Martin Allan (Quaxo), Anneke Brunekreeft (u/s Tantomile), Riccardo Sinisi (u/s Rumpus Cat), Hannah Kenna Thomas (Victoria), Rhys Batten (Coricopat), Florian Fetterle (Booth), Meghan Peploe-Williams (Booth), Rhys Batten (Genghis)",,,,MEGA,1134672,"Apr 24, 2022"
